" "," ","編號","股票","類別","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","收盤價",""
" "," ","539","3021 鴻名","電零","0.40","0.75","0.75","0.70","0.00","0.70","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.15"," "
" "," ","540","3022 威強電","電腦","1.00","1.50","0.50","3.00","2.00","2.50","5.40","2.00","6.00","3.00","1.96","0.71","3.04","4.00","1.33","45.30"," "
" "," ","541","3024 憶聲","光電","0.22","0.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.43","0.00","0.31","0.70","1.00","2.30","12.35"," "
" "," ","542","3025 星通","通信","0.58","0.00","0.13","0.27","0.00","0.15","0.24","0.60","0.00","0.61","0.60","0.35","0.61","0.92","0.00","19.90"," "
" "," ","543","3026 禾伸堂","電零","7.00","9.00","5.30","2.50","2.50","3.29","2.80","2.00","2.00","2.31","3.00","1.80","3.08","3.33","3.04","119.00"," "
" "," ","544","3027 盛達","通信","0.00","0.00","0.00","0.16","0.15","0.40","0.50","0.15","0.30","0.10","0.90","0.20","2.06","1.35","0.80","21.30"," "
" "," ","545","3028 增你強","通路","1.00","1.70","1.82","1.50","1.70","1.70","1.00","1.30","2.10","1.60","1.19","0.80","1.60","1.72","1.61","27.60"," "
" "," ","546","3029 零壹","資服","2.01","1.50","1.30","1.20","1.00","0.82","0.85","0.80","0.70","0.70","0.50","0.50","0.60","0.00","0.00","43.10"," "
" "," ","547","3030 德律","他電","3.30","3.70","3.00","3.00","4.00","4.30","3.30","4.30","3.00","3.00","1.00","1.20","3.00","3.00","2.50","55.90"," "
" "," ","548","3031 佰鴻","光電","0.80","0.52","0.85","0.80","0.07","0.50","0.35","0.00","1.00","1.00","1.00","1.20","2.50","2.00","2.00","24.80"," "
" "," ","549","3032 偉訓","電零","2.00","2.25","2.00","2.20","2.00","2.00","0.50","0.30","0.00","1.10","1.10","0.00","2.00","2.00","2.10","32.10"," "
" "," ","550","3033 威健","通路","0.58","1.62","1.67","1.06","1.50","1.94","2.00","1.50","2.50","2.66","1.77","0.91","2.05","2.36","2.16","23.15"," "
" "," ","551","3035 智原","半導","1.10","0.80","2.70","1.00","2.00","1.52","2.00","2.00","1.50","2.00","2.00","1.54","3.59","3.47","4.00","94.30"," "
" "," ","552","3036 文曄","通路","2.78","2.35","2.50","2.40","3.40","4.00","3.00","2.10","3.00","3.99","1.96","1.13","2.49","2.49","1.31","58.30"," "
" "," ","553","3037 欣興","電零","1.09","0.80","0.50","0.30","0.31","0.50","0.60","1.10","1.50","2.60","1.40","0.70","2.30","1.80","1.50","136.50"," "
" "," ","554","3038 全台","光電","1.20","0.50","0.41","0.40","0.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","1.93","17.70"," "
" "," ","555","3040 遠見","其他","1.50","2.00","9.00","5.00","3.00","3.00","1.00","0.20","0.40","0.40","0.30","0.31","1.00","0.00","0.00","38.65"," "
" "," ","556","3041 揚智","半導","0.00","0.00","0.00","0.00","0.00","0.79","2.30","2.00","1.78","2.60","1.93","0.46","1.50","1.49","0.80","27.00"," "
" "," ","557","3042 晶技","電零","2.50","2.00","2.50","2.80","2.50","2.50","2.20","2.20","2.20","2.70","2.20","2.50","2.97","2.91","1.60","112.00"," "
" "," ","558","3043 科風","他電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.80","0.00","0.00","1.20","1.34","2.88","3.59"," "
" "," ","559","3044 健鼎","電零","7.25","5.90","5.25","4.25","3.25","2.75","2.25","2.50","3.60","5.40","2.70","2.30","3.00","3.00","2.50","113.00"," "
" "," ","560","3045 台灣大","通信","4.75","5.55","5.60","5.60","5.60","5.60","5.60","5.50","5.16","4.16","5.03","4.69","2.54","2.59","2.62","98.00"," "
" "," ","561","3046 建卅卅","電腦","0.00","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.85"," "
" "," ","562","3047 訊舟","通信","0.15","0.00","0.00","0.50","0.50","0.60","0.69","1.03","0.00","0.60","0.50","0.70","2.49","1.19","0.60","9.92"," "
" "," ","563","3048 益登","通路","1.00","0.70","1.00","0.50","2.00","2.18","1.50","0.50","0.68","0.71","1.00","0.00","1.40","0.75","1.30","35.40"," "
" "," ","564","3049 和鑫","光電","0.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","11.10"," "
" "," ","565","3050 鈺德","光電","0.50","0.30","0.60","0.30","0.80","0.00","0.00","0.00","0.00","0.20","0.00","0.00","0.26","0.00","0.00","14.80"," "
" "," ","566","3051 力特","光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.50"," "
" "," ","567","3052 夆典","營建","0.51","0.00","0.70","0.30","0.50","0.80","2.00","0.90","0.80","1.00","1.20","0.00","0.00","0.00","0.00","11.90"," "
" "," ","568","3054 立萬利","半導","0.00","0.00","0.40","0.11","0.00","0.12","1.50","0.00","0.00","1.36","0.21","0.00","0.00","0.00","0.00","22.30"," "
" "," ","569","3055 蔚華科","通路","0.40","1.00","0.80","0.80","1.00","1.20","0.31","0.30","0.35","2.00","1.20","0.80","2.79","2.50","2.99","29.75"," "
" "," ","570","3056 總太","營建","3.00","1.50","2.00","2.50","2.50","2.00","1.80","1.50","3.00","0.00","0.00","0.00","0.00","0.00","0.00","42.10"," "
" "," ","571","3057 喬鼎","電腦","0.00","0.00","0.00","0.00","0.30","1.99","1.60","0.39","0.00","0.00","1.03","1.13","0.13","0.08","0.08","11.80"," "
" "," ","572","3058 立德","電零","0.10","0.20","0.00","0.50","0.50","0.50","0.50","1.74","0.50","1.22","2.30","1.08","1.01","1.39","0.40","15.75"," "
" "," ","573","3059 華晶科","光電","0.50","0.50","0.49","0.80","1.00","1.00","0.00","0.99","1.50","2.12","3.03","2.49","3.49","4.37","3.97","33.75"," "
" "," ","574","3060 銘異","電腦","0.00","0.00","0.60","1.50","3.80","2.20","2.10","4.48","3.60","4.10","2.31","3.06","3.60","4.46","3.60","22.20"," "
" "," ","575","3062 建漢","通信","0.15","0.40","0.35","0.80","1.00","0.70","0.35","0.15","1.30","0.70","1.53","0.51","1.30","1.35","1.50","17.85"," "
" "," ","576","3064 泰偉","櫃文創","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.10","1.00","0.00","0.00","0.00","0.77","2.83","4.16","14.80"," "
" "," ","577","3066 李洲","櫃光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.08","2.00","13.00"," "
" "," ","578","3067 全域","櫃他電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.60","2.10","0.00","0.00","1.55","1.50","2.11","28.00"," "
" "," ","579","3071 協禧","櫃電腦","1.54","1.20","0.90","0.00","0.00","0.00","0.00","0.20","0.20","0.00","0.00","0.00","0.00","0.70","1.10","22.50"," "
" "," ","580","3073 凱柏實業","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.18","0.53","2.00","1.78","0.00","29.80"," "
" "," ","581","3078 僑威","櫃電零","1.30","1.45","1.75","2.35","1.90","1.60","0.75","0.35","0.35","1.13","1.50","0.84","1.55","1.40","1.75","45.90"," "
" "," ","582","3083 網龍","櫃文創","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.55","3.30","9.35","10.60","6.35","5.75","3.83","0.00","44.45"," "
" "," ","583","3085 久大","櫃資服","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.13","1.50","1.61","0.61","6.37"," "
" "," ","584","3086 華義","櫃文創","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.15","0.00","0.00","0.00","0.00","0.00","0.00","99.00"," "
" "," ","585","3088 艾訊","櫃電腦","3.97","3.75","5.53","3.65","4.30","3.99","2.67","1.96","1.50","2.20","1.30","2.00","3.28","3.99","2.55","49.30"," "
" "," ","586","3089 展成","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.30","0.00","0.30","0.00","0.00","0.00","0.30","0.00","25.30"," "
" "," ","587","3090 日電貿","電零","3.50","6.50","3.20","2.03","2.00","2.00","2.20","1.50","2.60","3.60","3.40","2.20","3.60","3.50","3.00","49.80"," "
" "," ","588","3092 鴻碩","櫃電零","3.30","5.00","4.20","3.00","0.60","0.50","0.00","0.30","0.50","1.20","1.20","1.00","2.00","2.00","0.00","67.70"," "
" "," ","589","3093 港建","櫃他電","1.60","1.30","0.55","1.82","2.40","1.70","2.45","2.16","2.50","6.00","3.00","6.00","3.50","6.50","7.32","78.10"," "
" "," ","590","3094 聯傑","半導","0.82","0.80","0.90","1.10","1.16","1.15","1.12","1.00","0.61","1.35","1.35","0.54","1.56","0.86","0.00","32.85"," "
" "," ","591","3095 及成","櫃通信","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","3.50","1.40","2.95"," "
" "," ","592","3114 好德","櫃電零","1.55","2.27","1.00","0.50","0.80","0.80","0.58","0.50","0.40","0.20","0.50","1.03","2.00","2.00","1.00","28.60"," "
" "," ","593","3115 寶島極","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.00","14.15"," "
" "," ","594","3118 進階","櫃生技","1.30","1.00","1.90","1.90","2.20","2.00","1.70","1.70","2.00","2.00","1.50","1.80","1.00","1.60","1.60","30.10"," "
" "," ","595","3122 笙泉","櫃半導","0.00","0.00","0.20","0.50","0.78","1.00","0.71","0.30","0.30","0.55","0.34","1.05","2.48","0.66","2.48","44.90"," "
" "," ","596","3128 昇銳","櫃光電","0.52","0.50","0.40","0.30","0.00","0.00","0.00","0.00","1.00","0.00","1.50","1.00","2.50","2.50","1.50","17.70"," "
" "," ","597","3130 一零四","資服","8.62","8.51","9.60","10.80","8.00","7.00","6.00","4.56","6.00","6.00","4.55","4.23","5.67","7.00","7.00","173.00"," "
" "," ","598","3141 晶宏","櫃半導","0.65","1.51","1.00","0.57","0.31","0.62","0.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.23","148.50"," "
" "," ","599","3144 新揚科","櫃電零","0.90","1.00","1.10","0.70","0.80","1.50","1.50","1.00","0.00","0.00","0.00","0.00","0.00","0.59","1.18","39.45"," "
" "," ","600","3149 正達","光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","1.80","0.20","0.00","0.00","0.59","0.00","0.00","38.25"," "
" "," ","601","3162 精確","櫃電機","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.06","0.16","0.50","0.56","1.32","1.03","1.15","1.16","49.85"," "
" "," ","602","3163 波若威","櫃通信","1.20","0.60","0.00","2.20","0.00","1.08","2.56","1.48","1.10","-","-","-","-","-","-","44.85"," "
" "," ","603","3164 景岳","生技","0.80","1.50","0.00","0.00","0.00","0.00","0.00","0.50","1.00","2.00","2.00","1.00","0.60","0.00","0.00","24.00"," "
" "," ","604","3167 大量","電機","2.00","3.50","2.50","1.50","1.50","2.50","2.50","2.50","3.00","4.00","1.00","3.50","4.00","4.50","2.00","65.50"," "
" "," ","605","3169 亞信","櫃半導","2.10","2.00","1.80","1.00","1.50","1.50","2.00","2.00","2.00","2.50","2.10","1.80","1.40","0.61","0.50","137.50"," "
" "," ","606","3171 新洲","櫃貿易","1.50","0.50","0.35","0.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.30","0.70","1.23","20.70"," "
" "," ","607","3176 基亞","櫃生技","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","60.90"," "
" "," ","608","3188 鑫龍騰","櫃營建","0.50","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.53","1.62","1.10","14.00"," "
" "," ","609","3189 景碩","半導","1.00","1.50","1.50","3.00","3.50","4.00","3.50","3.00","3.00","3.00","2.30","2.00","4.05","4.00","2.56","185.00"," "
" "," ","610","3191 和進","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.00","0.00","0.50","2.10","1.00","7.25"," "
" "," ","611","3202 樺晟","櫃電零","0.00","0.00","0.00","0.20","0.00","0.20","0.00","0.00","0.00","0.20","1.10","0.84","1.20","2.13","2.61","12.80"," "
" "," ","612","3205 佰研","櫃生技","0.00","0.00","1.60","4.00","3.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.10"," "
" "," ","613","3206 志豐","櫃電零","2.00","1.80","1.20","1.00","1.50","1.00","0.50","1.00","2.00","1.50","0.50","0.35","1.01","1.80","1.30","32.30"," "
" "," ","614","3207 耀勝","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.40","0.50","0.00","0.50","0.60","0.70","13.00"," "
" "," ","615","3209 全科","通路","1.27","1.20","1.30","1.60","2.80","2.80","2.15","0.90","2.10","3.00","1.90","1.90","1.60","1.52","2.50","30.40"," "
" "," ","616","3211 順達科","櫃電腦","5.00","3.50","2.50","3.00","3.50","5.00","5.00","6.50","6.50","5.99","5.99","7.00","6.90","3.86","6.50","90.80"," "
" "," ","617","3213 茂訊","櫃電腦","4.20","2.80","4.00","3.40","3.10","3.10","2.60","2.00","4.50","5.50","6.60","5.00","7.00","6.70","6.60","60.50"," "
" "," ","618","3217 優群科","櫃電零","4.30","3.00","2.55","2.00","1.00","1.30","1.20","0.75","0.75","1.50","2.49","0.00","1.22","0.80","1.20","93.20"," "
" "," ","619","3219 倚強","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","140.00"," "
" "," ","620","3221 台嘉碩","櫃通信","0.20","0.42","0.48","1.00","0.99","1.30","0.94","0.25","0.20","1.20","0.65","0.83","2.21","3.80","2.70","30.55"," "
" "," ","621","3224 三顧","櫃通路","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.68","2.00","1.90","43.60"," "
" "," ","622","3226 至寶電","櫃電機","3.00","3.00","2.00","2.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00","3.00","3.00","66.60"," "
" "," ","623","3227 原相","櫃半導","5.12","5.27","4.47","2.00","2.40","3.00","2.06","2.00","3.00","4.80","5.00","6.03","8.20","8.00","4.00","155.00"," "
" "," ","624","3229 晟鈦","電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.32","0.40","0.40","0.55","0.40","1.80","2.50","6.76"," "
" "," ","625","3230 錦明","櫃光電","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.58","1.00","2.87","3.73","16.85"," "
" "," ","626","3231 緯創","電腦","2.00","1.49","1.46","1.48","1.50","1.54","2.00","2.00","2.70","3.70","3.22","1.96","3.14","2.80","2.01","27.60"," "
" "," ","627","3232 昱捷","櫃通路","0.30","0.20","0.10","0.00","0.40","1.50","0.40","0.00","0.00","0.00","0.00","0.00","0.20","0.18","0.00","19.85"," "
" "," ","628","3234 光環","櫃通信","0.00","0.00","0.00","1.00","5.00","2.56","0.95","0.70","1.49","1.00","0.51","0.00","1.00","0.00","0.00","27.15"," "
" "," ","629","3236 千如","櫃電零","0.50","1.20","2.20","1.20","0.55","0.70","0.00","0.00","0.30","1.20","0.20","0.00","0.88","1.10","0.40","25.00"," "
" "," ","630","3252 海灣科","櫃觀光","0.00","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.55"," "
" "," ","631","3257 虹冠電","半導","2.91","4.00","0.50","1.30","1.50","3.60","3.10","2.10","1.57","2.00","1.00","-","-","-","-","69.80"," "
" "," ","632","3259 鑫創","櫃半導","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.00","0.00","2.49","2.50","37.80"," "
" "," ","633","3260 威剛","櫃半導","1.41","0.20","6.00","4.00","0.50","2.52","7.07","2.35","0.30","0.00","2.98","0.00","0.28","3.86","6.83","88.00"," "
" "," ","634","3264 欣銓","櫃半導","1.30","1.60","1.65","1.25","1.40","1.70","1.19","1.20","1.30","2.10","1.20","1.20","1.75","1.98","1.52","62.40"," "
" "," ","635","3265 台星科","櫃半導","1.50","1.20","1.30","0.85","0.25","2.26","2.53","2.35","2.35","1.66","0.42","0.55","1.00","1.62","1.00","29.80"," "
" "," ","636","3266 昇陽","營建","0.50","0.50","0.00","0.00","0.00","1.00","0.00","0.00","0.80","0.80","0.00","0.00","0.00","1.16","2.00","12.40"," "
" "," ","637","3268 海德威","櫃半導","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.76","0.70","1.80","31.75"," "
" "," ","638","3272 東碩","櫃電腦","0.80","1.00","1.35","1.49","1.78","8.27","4.00","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.75","40.90"," "
" "," ","639","3276 宇環","櫃電零","0.00","0.00","0.20","0.50","0.10","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.10"," "
" "," ","640","3284 太普高","櫃其他","0.00","0.30","1.00","0.70","0.70","0.00","0.54","0.69","0.00","1.10","1.00","0.00","0.00","0.00","1.00","12.30"," "
" "," ","641","3285 微端","櫃他電","0.20","1.20","0.46","1.00","1.00","0.80","0.50","1.00","1.00","1.60","0.80","0.61","1.10","0.48","0.73","21.30"," "
" "," ","642","3287 廣寰科","櫃電腦","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.30","1.30","0.64","0.76","0.80","2.60","15.80"," "
" "," ","643","3288 點晶","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.22","2.50","1.89","2.99","16.20"," "
" "," ","644","3289 宜特","櫃他電","2.00","0.00","1.00","2.00","4.88","2.00","0.99","1.00","0.30","0.45","0.00","2.20","3.49","3.45","3.00","49.50"," "
" "," ","645","3290 東浦","櫃通信","0.50","1.00","0.30","0.30","1.00","0.50","2.00","0.00","0.50","0.50","0.50","0.50","0.00","0.00","0.00","12.65"," "
" "," ","646","3294 英濟","櫃電零","0.30","0.23","0.46","0.32","0.30","0.00","0.00","0.00","1.00","0.00","0.00","0.40","2.03","3.00","3.00","17.40"," "
" "," ","647","3296 勝德","電零","0.27","1.00","0.00","1.20","0.10","0.30","0.00","0.73","0.00","1.00","2.30","1.00","4.00","3.84","4.39","20.05"," "
" "," ","648","3297 杭特","櫃光電","0.50","0.00","0.50","0.30","0.80","1.80","3.65","1.58","0.60","0.99","1.20","1.00","2.80","2.60","3.00","14.20"," "
" "," ","649","3303 岱稜","櫃他電","1.65","1.60","0.49","1.50","1.20","0.60","1.30","0.79","0.00","0.00","0.82","1.26","2.07","2.00","1.50","21.40"," "
" "," ","650","3305 昇貿","他電","1.00","1.03","1.03","2.30","1.04","2.00","1.96","1.82","2.84","2.34","2.60","1.95","3.00","3.49","2.00","46.00"," "
" "," ","651","3308 聯德","電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.97","1.20","3.50","2.49","3.96","7.33"," "
" "," ","652","3310 佳穎","櫃電零","2.00","5.00","1.50","0.50","0.50","0.30","0.20","0.19","0.00","0.00","0.00","0.00","1.24","1.00","1.00","29.05"," "
" "," ","653","3311 閎暉","通信","0.00","0.00","0.00","0.00","0.59","1.27","1.07","3.50","5.20","6.25","4.50","2.95","5.43","4.67","5.25","34.85"," "
" "," ","654","3312 弘憶股","通路","1.20","1.30","0.12","0.00","0.00","1.40","0.50","0.40","1.00","0.45","1.66","0.00","0.80","0.50","1.40","23.85"," "
" "," ","655","3313 斐成","櫃電零","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.00","7.00","10.90"," "
" "," ","656","3317 尼克森","櫃半導","1.00","0.70","0.50","0.00","0.00","0.00","0.00","0.00","0.00","0.40","1.00","1.50","4.00","3.00","1.00","76.70"," "
" "," ","657","3321 同泰","電零","0.00","0.00","0.00","0.00","1.73","1.20","0.50","-","-","0.00","-","0.00","-","-","-","13.20"," "
